id_contract;TARGET
17892;0.13123864572216679
17893;0.04650326707874772
17894;0.07998558153605036
17895;0.2290306886007742
17896;0.3567488369220812
17897;0.028226601165528675
17898;0.0459092319082748
17899;0.9752601051931332
17900;0.09122113778971008
17901;0.5702751128012397
17902;0.00947532818398607
17903;0.025740042630509722
17904;0.11657035159981831
17905;0.3416416401245166
17906;0.07046687204891758
17907;0.06930766356267667
17908;0.01782609954491684
17909;0.08934282851277062
17910;0.0016994379879032241
17911;0.30310347550836164
17912;0.0566523282107555
17913;0.07223464931512115
17914;0.9919368924789053
17915;0.9919368924789053
17916;0.12670511565168843
17917;0.10808153913029626
17918;0.9937096391456227
17919;0.9912086868645896
17920;0.008552605695654305
17921;0.6370542936354164
17922;0.6370542936354164
17923;0.0624967496076523
17924;0.04852939089026513
17925;0.9511432252834546
17926;0.040328586610171274
17927;0.04505109822586732
17928;0.10854651220293908
17929;0.046451920261614744
17930;0.020142303929826057
17931;0.021894769595636434
17932;0.054717707625273525
17933;0.7604530253725915
17934;0.0016333120153521397
17935;0.10919348272210115
17936;0.7604530253725915
17937;0.923848189376402
17938;0.923848189376402
17939;0.923848189376402
17940;0.41115445955199165
17941;0.039567514248540415
17942;0.030296833054211877
17943;0.08956101992887053
17944;0.04807152002262832
17945;0.016940765561412947
17946;0.7780613703999953
17947;0.026355848536181906
17948;0.20659113953598146
17949;0.05336415345284242
17950;0.0032073275830304324
17951;0.10248228911729766
17952;0.14620381964806153
17953;0.9966644951824504
17954;0.05500475977504453
17955;0.7563621257672519
17956;0.7351710169092712
17957;0.7351710169092712
17958;0.013848420668720534
17959;0.12715303223260013
17960;0.08473818257788492
17961;0.0358537161663282
17962;0.046769541736315624
17963;0.14829070421205784
17964;0.18772593728544457
17965;0.006570106358726082
17966;0.030699082243465656
17967;0.1883072957951127
17968;0.41930960121268257
17969;0.34271249320041725
17970;0.011336325200490126
17971;0.13197888680103265
17972;0.1985596930376284
17973;0.15223829105025913
17974;0.06349831693646764
17975;0.11256964489498261
17976;0.033678229256054175
17977;0.03940889081117663
17978;0.05806294032408607
17979;0.00283372848228592
17980;0.12068402784742552
17981;0.13119044642112151
17982;0.014087172296357146
17983;0.09760836807415128
17984;0.979665943673166
17985;0.06754067872308953
17986;0.9832186577294473
17987;0.11898339473412574
17988;0.9752601051931332
17989;0.1137377965668823
17990;0.06527756055186339
17991;0.06385268050372293
17992;0.09454706178636918
17993;0.07795520879624997
17994;0.05865191016506774
17995;0.033354100299844286
17996;0.7823772817704774
17997;0.17066669665446138
17998;0.021164012614624996
17999;0.009288546456008169
18000;0.3498032589719462
18001;0.9257307942033044
18002;0.8860704087954896
18003;0.6291709027569771
18004;0.052451051516020114
18005;0.9790486754544607
18006;0.5908192286671705
18007;0.23936319615311596
18008;0.0751133730070669
18009;0.026392299025119397
18010;0.28134270535266304
18011;0.06343072817039586
18012;0.0497926087305237
18013;0.22515270285518849
18014;0.9960329438507071
18015;0.21146418240820256
18016;0.08237986958482177
18017;0.6961126774690009
18018;0.8984623913033155
18019;0.23788672386687934
18020;0.010541619185155754
18021;0.03312391496257281
18022;0.01091215079512959
18023;0.08694882463322841
18024;0.001069449187279236
18025;0.03888197641204181
18026;0.9854159664951241
18027;0.11311727466387259
18028;0.0032073275830304324
18029;0.9753556000937502
18030;0.9936607148326009
18031;0.9753556000937502
18032;0.03858462533979581
18033;0.9753556000937502
18034;0.06861205238065736
18035;0.0016749932788981585
18036;0.26145142105819347
18037;0.015949263033558158
18038;0.9903680908999137
18039;0.9315707708361103
18040;0.4639043522240408
18041;0.9753556000937502
18042;0.06612189510834318
18043;0.056307627608729705
18044;0.1693846216825557
18045;0.030047681879224967
18046;0.9790486754544607
18047;0.00583332321403886
18048;0.11696156566298958
18049;0.051055475519522935
18050;0.06709109701270104
18051;0.9368043030893349
18052;0.9956789214751967
18053;0.4717059534553382
18054;0.025808547988019653
18055;0.02099403800596815
18056;0.06748036051564618
18057;0.3539158302062776
18058;0.8910547208312632
18059;0.019001863107457516
18060;0.05243100972996288
18061;0.026835913118679083
18062;0.3798244997723249
18063;0.9729706958169645
18064;0.0697392566066964
18065;0.9729706958169645
18066;0.8658264921140211
18067;0.10734058859879157
18068;0.15250117207762467
18069;0.011832881304010863
18070;0.05046694502337408
18071;0.3416416401245166
18072;0.09031970713757603
18073;0.001581611036067798
18074;0.033722650740021794
18075;0.090589223702071
18076;0.985067304966336
18077;0.9968483130055127
18078;0.6590464734810105
18079;0.09862314352025925
18080;0.011107936506791889
18081;0.9757453880155944
18082;0.026396404016369085
18083;0.002676620117465735
18084;0.17367650658095357
18085;0.9125807653692061
18086;0.0796456705342234
18087;0.022683250344131684
18088;0.04791590544918502
18089;0.09686849609038096
18090;0.9854159664951241
18091;0.9854159664951241
18092;0.9854159664951241
18093;0.9854159664951241
18094;0.9966776515392493
18095;0.06088785884845662
18096;0.9753556000937502
18097;0.9753556000937502
18098;0.026282060257762807
18099;0.05143912749849843
18100;0.11562304530638934
18101;0.24490654546597193
18102;0.2120477065751879
18103;0.05599802816777904
18104;0.061283589412890783
18105;0.06861205238065736
18106;0.1118184114070194
18107;0.030894131983983372
18108;0.009716793728574123
18109;0.3279771662413634
18110;0.9897262541851665
18111;0.9790486754544607
18112;0.11787947995612313
18113;0.04685795411291911
18114;0.012164494173843767
18115;0.012855045447993995
18116;0.08107615789578153
18117;0.023849080772318648
18118;0.001167424443623914
18119;0.9961106009534906
18120;0.08706611369496269
18121;0.9280193922202014
18122;0.9674876771728135
18123;0.03158521310225601
18124;0.03825114137459279
18125;0.24708343172945124
18126;0.025740042630509722
18127;0.005492202205064688
18128;0.9752601051931332
18129;0.14411553075342187
18130;0.016093677091686392
18131;0.3126763338168542
18132;0.05001166094042434
18133;0.08936661564371404
18134;0.08515940552541504
18135;0.020583783610375283
18136;0.007714574348992884
18137;0.34560561304828125
18138;0.06380281893489062
18139;0.3837875061674085
18140;0.07228592924151821
18141;0.010862218715141937
18142;0.06045189916690462
18143;0.0008881484287658457
18144;0.00939495732534621
18145;0.9966644951824504
18146;0.09636422605640695
18147;0.07351826433558645
18148;0.9919368924789053
18149;0.059879639132359525
18150;0.9937096391456227
18151;0.010529481362574679
18152;0.06395043897718009
18153;0.009886300519685061
18154;0.9832186577294473
18155;0.9207058393078295
18156;0.9207058393078295
18157;0.9832186577294473
18158;0.23446975973609055
18159;0.0184502731486767
18160;0.05232322760883978
18161;0.04789798171161687
18162;0.06543194195499359
18163;0.09691434186818516
18164;0.19165340531545816
18165;0.3201498370623181
18166;0.02847702587062627
18167;0.3237908945168948
18168;0.039345732260629936
18169;0.303259065919992
18170;0.03305455887477153
18171;0.023314575464905948
18172;0.9912086868645896
18173;0.1137377965668823
18174;0.048382809294076845
18175;0.009949876003439119
18176;0.01293643946996778
18177;0.07311229018976599
18178;0.8150497796626441
18179;0.7604530253725915
18180;0.9901330171005255
18181;0.5882751368792447
18182;0.06602165133746263
18183;0.03156406232708547
18184;0.009833025111003039
18185;0.030398720905197116
18186;0.07509148182529364
18187;0.31503543712999005
18188;0.12054360656994488
18189;0.08165360959925903
18190;0.292086325431907
18191;0.06141196941169931
18192;0.9966644951824504
18193;0.9958559630341782
18194;0.15929408876035098
18195;0.01760645626312407
18196;0.00897036420204069
18197;0.4567585344912402
18198;0.050177640191430777
18199;0.16380086324760854
18200;0.02712243856278175
18201;0.9352039484416015
18202;0.03137052669296943
18203;0.923635040374495
18204;0.12410622968236776
18205;0.11098239812953183
18206;0.09331373361800446
18207;0.07453137997059779
18208;0.30251798863368934
18209;0.15249510467130029
18210;0.9156094372756469
